detuning(MHz),scaled_dimer_transfer
-4.011840714071409,0.000244362787663241
-4.0118287128712895,0.000245725695009753
-4.01181671167117,0.000247092914358001
-4.01180471047105,0.000248464448827376
-4.01179270927093,0.000249840301524508
-4.01178070807081,0.000251220475543302
-4.01176870687069,0.00025260497396491
-4.01175670567057,0.00025399379985771
-4.01174470447045,0.000255386956277281
-4.01173270327033,0.000256784446266381
-4.01172070207021,0.000258186272854921
-4.0117087008700905,0.000259592439059999
-4.011696699669971,0.000261002947885656
-4.01168469846985,0.000262417802323182
-4.01167269726973,0.000263837005350875
-4.01166069606961,0.000265260559934067
-4.01164869486949,0.000266688469025109
-4.01163669366937,0.000268120735563341
-4.01162469246925,0.000269557362475073
-4.01161269126913,0.000270998352673561
-4.01160069006901,0.000272443709058982
-4.01158868886889,0.000273893434518469
-4.01157668766877,0.000275347531925863
-4.01156468646865,0.000276806004142028
-4.01155268526853,0.000278268854014602
-4.01154068406841,0.00027973608437803
-4.01152868286829,0.000281207698053545
-4.01151668166817,0.00028268369784914
-4.011504680468049,0.000284164086559549
-4.0114926792679295,0.000285648866966223
-4.01148067806781,0.000287138041837307
-4.01146867686769,0.000288631613927678
-4.01145667566757,0.000290129585978686
-4.01144467446745,0.000291631960718483
-4.01143267326733,0.000293138740861769
-4.01142067206721,0.000294649929109825
-4.01140867086709,0.000296165528150491
-4.01139666966697,0.000297685540658148
-4.01138466846685,0.00029920996929369
-4.0113726672667305,0.000300738816704504
-4.01136066606661,0.000302272085524509
-4.01134866486649,0.000303809778373894
-4.01133666366637,0.000305351897859453
-4.01132466246625,0.000306898446574326
-4.01131266126613,0.000308449427098036
-4.01130066006601,0.000310004841996465
-4.01128865886589,0.000311564693821839
-4.01127665766577,0.000313128985112697
-4.0112646564656504,0.000314697718393876
-4.0112526552655305,0.000316270896176484
-4.01124065406541,0.000317848520957945
-4.01122865286529,0.00031943059522173
-4.01121665166517,0.0003210171214377
-4.01120465046505,0.000322608102061845
-4.01119264926493,0.000324203539536317
-4.01118064806481,0.000325803436289418
-4.01116864686469,0.000327407794735568
-4.0111566456645695,0.000329016617275291
-4.01114464446445,0.00033062990629519
-4.01113264326433,0.000332247664167928
-4.01112064206421,0.000333869893252268
-4.01110864086409,0.000335496595892802
-4.01109663966397,0.000337127774420304
-4.01108463846385,0.000338763431151461
-4.01107263726373,0.000340403568388914
-4.01106063606361,0.000342048188421235
-4.0110486348634895,0.000343697293522908
-4.01103663366337,0.000345350885954307
-4.01102463246325,0.000347008967961676
-4.01101263126313,0.000348671541777108
-4.01100063006301,0.000350338609618589
-4.01098862886289,0.000352010173689717
-4.01097662766277,0.000353686236180073
-4.01096462646265,0.000355366799264938
-4.01095262526253,0.00035705186510534
-4.01094062406241,0.000358741435848029
-4.0109286228622905,0.000360435513625464
-4.0109166216621706,0.000362134100555785
-4.01090462046205,0.000363837198742798
-4.01089261926193,0.00036554481027595
-4.01088061806181,0.000367256937230381
-4.01086861686169,0.000368973581666632
-4.01085661566157,0.00037069474563103
-4.01084461446145,0.000372420431155393
-4.01083261326133,0.000374150640257087
-4.0108206120612095,0.000375885374938998
-4.01080861086109,0.000377624637189516
-4.01079660966097,0.000379368428982513
-4.01078460846085,0.000381116752277326
-4.01077260726073,0.000382869609018801
-4.01076060606061,0.000384627001137005
-4.01074860486049,0.000386388930547611
-4.01073660366037,0.000388155399151613
-4.010724602460249,0.000389926408835365
-4.0107126012601295,0.000391701961470566
-4.01070060006001,0.000393482058914244
-4.01068859885989,0.000395266703008731
-4.01067659765977,0.000397055895581646
-4.01066459645965,0.000398849638445874
-4.01065259525953,0.000400647933399621
-4.01064059405941,0.00040245078222611
-4.01062859285929,0.000404258186693985
-4.01061659165917,0.000406070148557009
-4.01060459045905,0.000407886669554118
-4.0105925892589305,0.000409707751409399
-4.010580588058811,0.000411533395832073
-4.01056858685869,0.000413363604516477
-4.01055658565857,0.000415198379142042
-4.01054458445845,0.000417037721373277
-4.01053258325833,0.000418881632859819
-4.01052058205821,0.000420730115236132
-4.01050858085809,0.000422583170121915
-4.01049657965797,0.000424440799121795
-4.0104845784578504,0.000426303003825387
-4.01047257725773,0.000428169785807268
-4.01046057605761,0.000430041146626962
-4.01044857485749,0.000431917087828922
-4.01043657365737,0.000433797610942512
-4.01042457245725,0.000435682717481985
-4.01041257125713,0.000437572408946542
-4.01040057005701,0.000439466686820022
-4.010388568856889,0.000441365552571318
-4.0103765676567695,0.000443269007654068
-4.01036456645665,0.000445177053506715
-4.01035256525653,0.000447089691552482
-4.01034056405641,0.000449006923199357
-4.01032856285629,0.000450928749840079
-4.01031656165617,0.000452855172852113
-4.01030456045605,0.000454786193597637
-4.01029255925593,0.000456721813423599
-4.01028055805581,0.000458662033661398
-4.01026855685569,0.000460606855627318
-4.01025655565557,0.000462556280622207
-4.01024455445545,0.000464510309931541
-4.01023255325533,0.000466468944825398
-4.01022055205521,0.00046843218655845
-4.01020855085509,0.000470400036369938
-4.01019654965497,0.000472372495483658
-4.01018454845485,0.000474349565108022
-4.01017254725473,0.000476331246435732
-4.01016054605461,0.000478317540644223
-4.0101485448544905,0.00048030844889534
-4.0101365436543706,0.000482303972335397
-4.01012454245425,0.000484304112095161
-4.01011254125413,0.000486308869289835
-4.01010054005401,0.000488318245019042
-4.01008853885389,0.000490332240366805
-4.01007653765377,0.000492350856401534
-4.01006453645365,0.000494374094176088
-4.01005253525353,0.000496401954727441
-4.0100405340534095,0.000498434439077138
-4.01002853285329,0.000500471548230967
-4.01001653165317,0.000502513283179019
-4.01000453045305,0.000504559644895669
-4.00999252925293,0.000506610634339567
-4.00998052805281,0.000508666252453614
-4.00996852685269,0.00051072650016495
-4.00995652565257,0.00051279137838494
-4.00994452445245,0.000514860888009232
-4.0099325232523295,0.000516935029917425
-4.00992052205221,0.000519013804973533
-4.00990852085209,0.000521097214025646
-4.00989651965197,0.000523185257906001
-4.00988451845185,0.000525277937430958
-4.00987251725173,0.00052737525340099
-4.00986051605161,0.000529477206600666
-4.00984851485149,0.000531583797798634
-4.00983651365137,0.000533695027747608
-4.00982451245125,0.000535810897184432
-4.0098125112511305,0.000537931406829737
-4.009800510051011,0.00054005655738842
-4.00978850885089,0.0005421863495493
-4.00977650765077,0.000544320783985181
-4.00976450645065,0.000546459861352842
-4.00975250525053,0.00054860358229302
-4.00974050405041,0.000550751947430393
-4.00972850285029,0.00055290495737357
-4.00971650165017,0.000555062612715153
-4.00970450045005,0.000557224914031393
-4.00969249924993,0.000559391861882676
-4.00968049804981,0.00056156345681317
-4.00966849684969,0.000563739699350899
-4.00965649564957,0.000565920590007728
-4.00964449444945,0.000568106129279343
-4.00963249324933,0.000570296317645243
-4.009620492049209,0.000572491155568722
-4.009608490849089,0.000574690643496857
-4.0095964896489695,0.000576894781860575
-4.00958448844885,0.000579103571074302
-4.00957248724873,0.000581317011536458
-4.00956048604861,0.000583535103629103
-4.00954848484849,0.000585757847718008
-4.00953648364837,0.000587985244152639
-4.00952448244825,0.000590217293266146
-4.00951248124813,0.00059245399537535
-4.00950048004801,0.000594695350780724
-4.00948847884789,0.000596941359766384
-4.0094764776477705,0.00059919202260016
-4.009464476447651,0.000601447339533236
-4.00945247524753,0.000603707310800658
-4.00944047404741,0.000605971936620969
-4.00942847284729,0.000608241217196291
-4.00941647164717,0.0006105151527123
-4.00940447044705,0.000612793743338226
-4.00939246924693,0.000615076989226828
-4.00938046804681,0.000617364890514387
-4.0093684668466905,0.00061965744732069
-4.00935646564657,0.000621954659749112
-4.00934446444645,0.000624256527886237
-4.00933246324633,0.000626563051802387
-4.00932046204621,0.000628874231551253
-4.00930846084609,0.000631190067169964
-4.00929645964597,0.000633510558679084
-4.00928445844585,0.000635835706082592
-4.0092724572457294,0.000638165509367872
-4.0092604560456095,0.000640499968505702
-4.00924845484549,0.000642839083450329
-4.00923645364537,0.000645182854139095
-4.00922445244525,0.000647531280492972
-4.00921245124513,0.00064988436241618
-4.00920045004501,0.000652242099796274
-4.00918844884489,0.000654604492504125
-4.00917644764477,0.000656971540393912
-4.00916444644465,0.000659343243303107
-4.00915244524453,0.000661719601052464
-4.00914044404441,0.00066410061344601
-4.00912844284429,0.000666486280271121
-4.00911644164417,0.000668876601298143
-4.00910444044405,0.000671271576280936
-4.00909243924393,0.000673671204956488
-4.00908043804381,0.000676075487045004
-4.00906843684369,0.000678484422249885
-4.00905643564357,0.000680898010257723
-4.00904443444345,0.000683316250738288
-4.0090324332433305,0.000685739143344516
-4.009020432043211,0.000688166687712499
-4.00900843084309,0.000690598883461565
-4.00899642964297,0.000693035730193894
-4.00898442844285,0.000695477227495071
-4.00897242724273,0.000697923374933696
-4.00896042604261,0.000700374172061471
-4.00894842484249,0.000702829618413184
-4.00893642364237,0.000705289713506706
-4.00892442244225,0.00070775445684297
-4.00891242124213,0.000710223847905971
-4.00890042004201,0.000712697886162747
-4.00888841884189,0.00071517657106347
-4.00887641764177,0.000717659902041047
-4.00886441644165,0.00072014787851169
-4.00885241524153,0.00072264049987452
-4.00884041404141,0.000725137765511651
-4.008828412841289,0.000727639674788181
-4.0088164116411695,0.000730146227052185
-4.00880441044105,0.000732657421634699
-4.00879240924093,0.000735173257849713
-4.00878040804081,0.000737693734994263
-4.00876840684069,0.000740218852348021
-4.00875640564057,0.000742748609173878
-4.00874440444045,0.000745283004717546
-4.00873240324033,0.000747822038207639
-4.00872040204021,0.000750365708855665
-4.00870840084009,0.000752914015856021
-4.0086963996399705,0.00075546695838598
-4.008684398439851,0.000758024535605681
-4.00867239723973,0.000760586746658124
-4.00866039603961,0.000763153590669253
-4.00864839483949,0.000765725066747555
-4.00863639363937,0.000768301173984648
-4.00862439243925,0.00077088191145487
-4.00861239123913,0.00077346727821537
-4.00860039003901,0.000776057273306102
-4.00858838883889,0.000778651895749816
-4.00857638763877,0.000781251144552046
-4.00856438643865,0.000783855018701103
-4.00855238523853,0.000786463517168069
-4.00854038403841,0.000789076638906885
-4.00852838283829,0.00079169438285394
-4.00851638163817,0.000794316747928673
-4.008504380438049,0.000796943733033151
-4.0084923792379294,0.000799575337052172
-4.0084803780378095,0.00080221155885325
-4.00846837683769,0.000804852397286609
-4.00845637563757,0.000807497851185179
-4.00844437443745,0.000810147919364578
-4.00843237323733,0.000812802600623114
-4.00842037203721,0.000815461893741876
-4.00840837083709,0.000818125797484313
-4.00839636963697,0.000820794310596846
-4.00838436843685,0.00082346743180845
-4.00837236723673,0.000826145159830744
-4.0083603660366105,0.00082882749335799
-4.00834836483649,0.00083151443106708
-4.00833636363637,0.000834205971617534
-4.00832436243625,0.000836902113651486
-4.00831236123613,0.000839602855793789
-4.00830036003601,0.000842308196651584
-4.00828835883589,0.00084501813481492
-4.00827635763577,0.000847732668856333
-4.00826435643565,0.000850451797330941
-4.0082523552355305,0.000853175518776437
-4.00824035403541,0.000855903831713082
-4.00822835283529,0.0008586367346437
-4.00821635163517,0.000861374226053668
-4.00820435043505,0.000864116304410913
-4.00819234923493,0.000866862968166011
-4.00818034803481,0.000869614215751752
-4.00816834683469,0.000872370045583777
-4.0081563456345695,0.000875130456060141
-4.00814434443445,0.000877895445561416
-4.00813234323433,0.000880665012450686
-4.00812034203421,0.000883439155073536
-4.00810834083409,0.000886217871758052
-4.00809633963397,0.00088900116081481
-4.00808433843385,0.000891789020536874
-4.00807233723373,0.000894581449199894
-4.00806033603361,0.000897378445061674
-4.00804833483349,0.000900180006362808
-4.00803633363337,0.000902986131326247
-4.00802433243325,0.000905796818157398
-4.00801233123313,0.000908612065044122
-4.00800033003301,0.000911431870156727
-4.00798832883289,0.00091425623164796
-4.00797632763277,0.000917085147653007
-4.00796432643265,0.000919918616289482
-4.00795232523253,0.000922756635657541
-4.00794032403241,0.000925599203839425
-4.00792832283229,0.000928446318900121
-4.0079163216321705,0.000931297978886921
-4.007904320432051,0.00093415418182952
-4.00789231923193,0.000937014925740016
-4.00788031803181,0.000939880208612902
-4.00786831683169,0.000942750028425065
-4.00785631563157,0.000945624383135777
-4.00784431443145,0.00094850327068681
-4.00783231323133,0.000951386689001973
-4.00782031203121,0.00095427463598779
-4.00780831083109,0.000957167109533038
-4.00779630963097,0.000960064107508865
-4.00778430843085,0.000962965627768778
-4.00777230723073,0.000965871668148643
-4.00776030603061,0.000968782226466677
-4.00774830483049,0.00097169730052345
-4.00773630363037,0.000974616888101878
-4.00772430243025,0.000977540986967333
-4.0077123012301294,0.000980469594867181
-4.0077003000300095,0.000983402709531468
-4.00768829882989,0.000986340328672457
-4.00767629762977,0.000989282449984738
-4.00766429642965,0.000992229071145226
-4.00765229522953,0.000995180189813158
-4.00764029402941,0.000998135803630087
-4.00762829282929,0.00100109591021989
-4.00761629162917,0.00100406050718873
-4.00760429042905,0.00100702959212524
-4.00759228922893,0.00101000316259996
-4.0075802880288105,0.00101298121616612
-4.007568286828691,0.00101596375035911
-4.00755628562857,0.00101895076269663
-4.00754428442845,0.00102194225067867
-4.00753228322833,0.00102493821178752
-4.00752028202821,0.00102793864348775
-4.00750828082809,0.00103094354322622
-4.00749627962797,0.00103395290843207
-4.00748427842785,0.00103696673651685
-4.00747227722773,0.00103998502487404
-4.00746027602761,0.00104300777087974
-4.00744827482749,0.00104603497189221
-4.00743627362737,0.00104906662525199
-4.00742427242725,0.00105210272828188
-4.00741227122713,0.00105514327828698
-4.00740027002701,0.00105818827255462
-4.007388268826889,0.00106123770835442
-4.0073762676267695,0.00106429158293839
-4.00736426642665,0.00106734989354043
-4.00735226522653,0.00107041263737706
-4.00734026402641,0.00107347981164695
-4.00732826282629,0.00107655141353104
-4.00731626162617,0.0010796274401925
-4.00730426042605,0.00108270788877678
-4.00729225922593,0.00108579275641158
-4.00728025802581,0.00108888204020685
-4.00726825682569,0.0010919757372548
-4.00725625562557,0.00109507384463002
-4.0072442544254505,0.00109817635938896
-4.00723225322533,0.00110128327857073
-4.00722025202521,0.00110439459919654
-4.00720825082509,0.00110751031826984
-4.00719624962497,0.00111063043277637
-4.00718424842485,0.00111375493968408
-4.00717224722473,0.00111688383594319
-4.00716024602461,0.00112001711848617
-4.00714824482449,0.00112315478422772
-4.0071362436243705,0.00112629683006492
-4.00712424242425,0.00112944325287675
-4.00711224122413,0.00113259404952479
-4.00710024002401,0.00113574921685273
-4.00708823882389,0.00113890875168653
-4.00707623762377,0.0011420726508344
-4.00706423642365,0.00114524091108679
-4.00705223522353,0.00114841352921639
-4.0070402340234095,0.00115159050197817
-4.00702823282329,0.00115477182610932
-4.00701623162317,0.00115795749832943
-4.00700423042305,0.00116114751533994
-4.00699222922293,0.00116434187382494
-4.00698022802281,0.00116754057045065
-4.00696822682269,0.00117074360186552
-4.00695622562257,0.00117395096470029
-4.00694422442245,0.00117716265556792
-4.00693222322233,0.00118037867106365
-4.0069202220222095,0.00118359900776498
-4.00690822082209,0.00118682366223166
-4.00689621962197,0.00119005263100582
-4.00688421842185,0.0011932859106115
-4.00687221722173,0.00119652349755537
-4.00686021602161,0.00119976538832623
-4.00684821482149,0.00120301157939515
-4.00683621362137,0.00120626206721549
-4.00682421242125,0.00120951684822285
-4.00681221122113,0.00121277591883514
-4.0068002100210105,0.0012160392754525
-4.006788208820891,0.00121930691445751
-4.00677620762077,0.00122257883221464
-4.00676420642065,0.00122585502507101
-4.00675220522053,0.0012291354893559
-4.00674020402041,0.0012324202213809
-4.00672820282029,0.00123570921743985
-4.00671620162017,0.00123900247380891
-4.00670420042005,0.00124229998674653
-4.00669219921993,0.00124560175249343
-4.00668019801981,0.00124890776727266
-4.00666819681969,0.00125221802728968
-4.00665619561957,0.00125553252873189
-4.00664419441945,0.00125885126776936
-4.00663219321933,0.00126217424055435
-4.00662019201921,0.00126550144322145
-4.00660819081909,0.00126883287188753
-4.0065961896189695,0.00127216852265182
-4.00658418841885,0.00127550839159584
-4.00657218721873,0.00127885247478347
-4.00656018601861,0.00128220076826088
-4.00654818481849,0.00128555326805674
-4.00653618361837,0.00128890997018164
-4.00652418241825,0.00129227087062893
-4.00651218121813,0.00129563596537414
-4.00650018001801,0.00129900525037518
-4.00648817881789,0.0013023787215723
-4.00647617761777,0.00130575637488809
-4.0064641764176505,0.00130913820622753
-4.006452175217531,0.00131252421147795
-4.00644017401741,0.00131591438650904
-4.00642817281729,0.00131930872717302
-4.00641617161717,0.00132270722930407
-4.00640417041705,0.00132610988871915
-4.00639216921693,0.00132951670121749
-4.00638016801681,0.00133292766258069
-4.00636816681669,0.00133634276857277
-4.00635616561657,0.00133976201494013
-4.00634416441645,0.00134318539741158
-4.00633216321633,0.00134661291169835
-4.00632016201621,0.00135004455349408
-4.00630816081609,0.00135348031847497
-4.00629615961597,0.00135692020229922
-4.00628415841585,0.0013603642006079
-4.006272157215729,0.00136381230902436
-4.0062601560156095,0.00136726452315438
-4.00624815481549,0.00137072083858621
-4.00623615361537,0.00137418125089056
-4.00622415241525,0.00137764575562056
-4.00621215121513,0.00138111434831184
-4.00620015001501,0.00138458702448261
-4.00618814881489,0.00138806377963318
-4.00617614761477,0.00139154460924671
-4.00616414641465,0.00139502950878874
-4.00615214521453,0.0013985184737073
-4.00614014401441,0.0014020114994329
-4.00612814281429,0.00140550858137857
-4.00611614161417,0.00140900971493987
-4.00610414041405,0.00141251489549484
-4.00609213921393,0.00141602411840407
-4.00608013801381,0.00141953737901081
-4.00606813681369,0.00142305467264045
-4.00605613561357,0.00142657599460132
-4.00604413441345,0.00143010134018418
-4.00603213321333,0.00143363070466232
-4.0060201320132105,0.00143716408329163
-4.00600813081309,0.00144070147131054
-4.00599612961297,0.00144424286394009
-4.00598412841285,0.00144778825638389
-4.00597212721273,0.00145133764382813
-4.00596012601261,0.00145489102144176
-4.00594812481249,0.00145844838437593
-4.00593612361237,0.0014620097277648
-4.0059241224122495,0.00146557504672501
-4.00591212121213,0.00146914433635586
-4.00590012001201,0.00147271759173925
-4.00588811881189,0.00147629480793977
-4.00587611761177,0.00147987598000463
-4.00586411641165,0.00148346110296372
-4.00585211521153,0.00148705017182958
-4.00584011401141,0.00149064318159758
-4.00582811281129,0.00149424012724537
-4.00581611161117,0.00149784100373369
-4.00580411041105,0.00150144580600585
-4.00579210921093,0.00150505452898788
-4.0057801080108,0.00150866716758852
-4.00576810681069,0.00151228371669924
-4.00575610561057,0.00151590417119424
-4.00574410441045,0.00151952852593047
-4.00573210321033,0.00152315677574778
-4.00572010201021,0.00152678891546836
-4.00570810081008,0.00153042493989758
-4.00569609960996,0.00153406484382346
-4.0056840984098505,0.0015377086220168
-4.005672097209731,0.00154135626923122
-4.00566009600961,0.00154500778020312
-4.00564809480949,0.00154866314965173
-4.00563609360937,0.00155232237227912
-4.00562409240925,0.00155598544277016
-4.00561209120912,0.00155965235579274
-4.0056000900090005,0.00156332310599716
-4.005588088808881,0.00156699768801703
-4.00557608760877,0.00157067609646866
-4.00556408640865,0.00157435832595127
-4.00555208520853,0.00157804437104697
-4.00554008400841,0.00158173422632076
-4.00552808280829,0.00158542788632057
-4.00551608160817,0.00158912534557725
-4.00550408040805,0.00159282659860456
-4.005492079207929,0.00159653163989939
-4.0054800780078,0.00160024046394112
-4.00546807680769,0.00160395306519253
-4.00545607560757,0.00160766943809925
-4.00544407440745,0.00161138957708988
-4.00543207320733,0.00161511347657602
-4.00542007200721,0.00161884113095227
-4.00540807080709,0.00162257253459627
-4.00539606960697,0.00162630768186866
-4.00538406840685,0.00163004656711313
-4.00537206720673,0.00163378918465659
-4.0053600660066,0.00163753552880853
-4.0053480648064905,0.00164128559386199
-4.00533606360637,0.00164503937409292
-4.00532406240625,0.00164879686376039
-4.00531206120613,0.00165255805710656
-4.00530006000601,0.00165632294835671
-4.00528805880589,0.00166009153171926
-4.00527605760576,0.00166386380138575
-4.0052640564056405,0.00166763975153104
-4.00525205520552,0.00167141937631271
-4.0052400540054105,0.00167520266987195
-4.00522805280529,0.001678989626333
-4.00521605160517,0.0016827802398033
-4.00520405040505,0.00168657450437349
-4.00519204920492,0.00169037241411746
-4.0051800480048,0.0016941739630923
-4.00516804680468,0.00169797914533839
-4.00515604560457,0.00170178795487934
-4.0051440444044495,0.0017056003857222
-4.00513204320433,0.00170941643185686
-4.00512004200421,0.00171323608725693
-4.00510804080408,0.00171705934587923
-4.00509603960396,0.00172088620166385
-4.00508403840384,0.00172471664853427
-4.005072037203719,0.00172855068039728
-4.0050600360035995,0.00173238829114305
-4.00504803480349,0.00173622947464513
-4.00503603360337,0.00174007422476045
-4.00502403240324,0.00174392253532949
-4.00501203120312,0.00174777440017572
-4.005000030003,0.00175162981310645
-4.00498802880288,0.00175548876791232
-4.00497602760276,0.00175935125836739
-4.00496402640264,0.00176321727822923
-4.00495202520252,0.00176708682123886
-4.0049400240024005,0.00177095988112081
-4.00492802280228,0.00177483645158313
-4.00491602160216,0.00177871652631737
-4.00490402040204,0.00178260009899878
-4.00489201920192,0.00178648716328573
-4.0048800180018,0.00179037771282058
-4.00486801680168,0.00179427174122914
-4.00485601560156,0.0017981692421208
-4.00484401440144,0.00180207020908857
-4.00483201320132,0.00180597463570908
-4.0048200120012005,0.0018098825155426
-4.0048080108010895,0.00181379384213305
-4.00479600960096,0.00181770860900816
-4.00478400840084,0.00182162680967891
-4.00477200720072,0.00182554843764041
-4.0047600060006,0.00182947348637134
-4.00474800480048,0.0018334019493341
-4.00473600360036,0.00183733381997484
-4.00472400240025,0.00184126909172346
-4.00471200120013,0.00184520775799363
-4.0047,0.00184914981218282
-4.00468799879989,0.00185309524767229
-4.00467599759976,0.00185704405782726
-4.00466399639964,0.00186099623599635
-4.00465199519952,0.00186495177551246
-4.0046399939994,0.00186891066969223
-4.00462799279928,0.00187287291183615
-4.0046159915991595,0.00187683849522863
-4.00460399039904,0.00188080741313797
-4.00459198919892,0.00188477965881641
-4.0045799879988,0.00188875522550013
-4.00456798679868,0.00189273410640927
-4.00455598559856,0.00189671629474809
-4.00454398439844,0.00190070178370439
-4.00453198319832,0.00190469056645044
-4.0045199819982,0.00190868263614236
-4.00450798079808,0.00191267798592034
-4.00449597959796,0.0019166766089086
-4.0044839783978405,0.00192067849821545
-4.004471977197721,0.00192468364693328
-4.0044599759976,0.00192869204813859
-4.00444797479748,0.001932703694892
-4.00443597359736,0.00193671858023843
-4.00442397239724,0.00194073669720649
-4.00441197119712,0.00194475803880942
-4.004399969997,0.00194878259804451
-4.00438796879688,0.00195281036789324
-4.00437596759676,0.00195684134132134
-4.00436396639664,0.00196087551127875
-4.00435196519652,0.0019649128706997
-4.0043399639964,0.00196895341250268
-4.00432796279628,0.00197299712959063
-4.00431596159616,0.00197704401485033
-4.00430396039604,0.00198109406115339
-4.004291959195919,0.00198514726135556
-4.0042799579957995,0.00198920360829699
-4.00426795679568,0.00199326309480221
-4.00425595559556,0.00199732571368013
-4.00424395439544,0.00200139145772411
-4.00423195319532,0.00200546031971192
-4.0042199519952,0.0020095322924058
-4.00420795079508,0.00201360736855261
-4.00419594959496,0.00201768554088323
-4.00418394839484,0.00202176680211353
-4.00417194719472,0.00202585114494375
-4.0041599459946005,0.00202993856205867
-4.0041479447944806,0.00203402904612764
-4.00413594359436,0.00203812258980459
-4.00412394239424,0.00204221918572805
-4.00411194119412,0.00204631882652117
-4.004099939994,0.00205042150479177
-4.00408793879388,0.00205452721313243
-4.00407593759376,0.00205863594411999
-4.00406393639364,0.00206274769031642
-4.00405193519352,0.00206686244426828
-4.0040399339934,0.00207098019850683
-4.00402793279328,0.00207510094554813
-4.00401593159316,0.00207922467789296
-4.00400393039304,0.00208335138802694
-4.00399192919292,0.00208748106842049
-4.0039799279928,0.00209161371152884
-4.00396792679268,0.00209574930979225
-4.003955925592559,0.00209988785563538
-4.0039439243924395,0.00210402934146825
-4.00393192319232,0.00210817375968562
-4.0039199219922,0.00211232110266721
-4.00390792079208,0.00211647136277767
-4.00389591959196,0.00212062453236661
-4.00388391839184,0.00212478060376868
-4.00387191719172,0.00212893956930348
-4.0038599159916,0.00213310142127584
-4.00384791479148,0.00213726615197516
-4.00383591359136,0.00214143375367637
-4.00382391239124,0.00214560421863937
-4.00381191119112,0.00214977753910912
-4.003799909991,0.00215395370731578
-4.00378790879088,0.0021581327154746
-4.00377590759076,0.00216231455578605
-4.00376390639064,0.00216649922043579
-4.00375190519052,0.00217068670159468
-4.0037399039904,0.00217487699141898
-4.00372790279028,0.00217907008204975
-4.00371590159016,0.00218326596561379
-4.0037039003900405,0.00218746463422305
-4.00369189918992,0.0021916660799748
-4.0036798979898,0.00219587029495165
-4.00366789678968,0.00220007727122159
-4.00365589558956,0.00220428700083799
-4.00364389438944,0.00220849947583962
-4.00363189318932,0.00221271468825068
-4.0036198919892,0.00221693263008099
-4.0036078907890795,0.00222115329332537
-4.00359588958896,0.00222537666996459
-4.00358388838884,0.00222960275196481
-4.00357188718872,0.0022338315312777
-4.0035598859886,0.0022380629998405
-4.00354788478848,0.00224229714957605
-4.00353588358836,0.00224653397239276
-4.00352388238824,0.0022507734601847
-4.00351188118812,0.00225501560483158
-4.0034998799879995,0.00225926039819894
-4.00348787878788,0.00226350783213753
-4.00347587758776,0.00226775789848429
-4.00346387638764,0.00227201058906176
-4.00345187518752,0.00227626589567824
-4.0034398739874,0.00228052381012779
-4.00342787278728,0.0022847843241903
-4.00341587158716,0.00228904742963148
-4.00340387038704,0.00229331311820291
-4.00339186918692,0.00229758138164218
-4.0033798679868005,0.00230185221167232
-4.0033678667866806,0.00230612560000274
-4.003355865586561,0.00231040153832866
-4.00334386438644,0.00231468001833127
-4.00333186318632,0.00231896103167772
-4.0033198619862,0.0023232445700212
-4.00330786078608,0.00232753062500093
-4.00329585958596,0.00233181918824221
-4.00328385838584,0.0023361102513564
-4.00327185718572,0.00234040380594115
-4.0032598559856,0.00234469984357973
-4.00324785478548,0.00234899835584209
-4.00323585358536,0.00235329933428418
-4.00322385238524,0.00235760277044815
-4.00321185118512,0.00236190865586238
-4.003199849985,0.00236621698204152
-4.00318784878488,0.00237052774048646
-4.003175847584759,0.00237484092268443
-4.0031638463846395,0.00237915652010896
-4.00315184518452,0.0023834745242201
-4.0031398439844,0.00238779492646379
-4.00312784278428,0.00239211771827284
-4.00311584158416,0.00239644289106634
-4.00310384038404,0.00240077043624981
-4.00309183918392,0.00240510034521526
-4.0030798379838,0.00240943260934118
-4.00306783678368,0.00241376721999258
-4.00305583558356,0.00241810416852103
-4.0030438343834405,0.00242244344626465
-4.00303183318332,0.00242678504454835
-4.0030198319832,0.00243112895468314
-4.00300783078308,0.00243547516796718
-4.00299582958296,0.00243982367568514
-4.00298382838284,0.00244417446910837
-4.00297182718272,0.00244852753949496
-4.0029598259826,0.00245288287808974
-4.00294782478248,0.00245724047612431
-4.00293582358236,0.00246160032481707
-4.00292382238224,0.00246596241537325
-4.00291182118212,0.00247032673898507
-4.002899819982,0.00247469328683114
-4.00288781878188,0.00247906205007749
-4.00287581758176,0.00248343301987688
-4.00286381638164,0.00248780618736903
-4.00285181518152,0.00249218154368065
-4.002839813981399,0.00249655907992542
-4.0028278127812795,0.0025009387872041
-4.00281581158116,0.00250532065660446
-4.00280381038104,0.00250970467920154
-4.00279180918092,0.00251409084605699
-4.0027798079808,0.00251847914822008
-4.00276780678068,0.00252286957672709
-4.00275580558056,0.00252726212260148
-4.00274380438044,0.00253165677685392
-4.00273180318032,0.00253605353048232
-4.0027198019802,0.00254045237447186
-4.00270780078008,0.00254485329979503
-4.00269579957996,0.0025492562974116
-4.00268379837984,0.00255366135826889
-4.00267179717972,0.00255806847330108
-4.0026597959796,0.00256247763343025
-4.00264779477948,0.00256688882956574
-4.00263579357936,0.00257130205260435
-4.00262379237924,0.00257571729343035
-4.00261179117912,0.00258013454291555
-4.0025997899790005,0.00258455379191925
-4.0025877887788806,0.00258897503128834
-4.00257578757876,0.00259339825185731
