x,y
-3.966807524365351334e+00,2.153134209112257311e-04
-3.960774357027913695e+00,2.192734829626869050e-04
-3.954741189690476055e+00,2.233055136967166787e-04
-3.948708022353037972e+00,2.274103425288424407e-04
-3.942674855015600333e+00,2.315910739780473334e-04
-3.936641687678162693e+00,2.358471501327344714e-04
-3.930608520340724610e+00,2.401805761148045925e-04
-3.924575353003286970e+00,2.445927382064112202e-04
-3.918542185665849331e+00,2.490850471005633224e-04
-3.912509018328411248e+00,2.536589383224883694e-04
-3.906475850990973608e+00,2.583158321539284026e-04
-3.900442683653535969e+00,2.630572928830803904e-04
-3.894409516316097886e+00,2.678845459025847725e-04
-3.888376348978660246e+00,2.727996143918680577e-04
-3.882343181641222163e+00,2.778038287865006607e-04
-3.876310014303784524e+00,2.828987826376147779e-04
-3.870276846966346884e+00,2.880860974550519013e-04
-3.864243679628908801e+00,2.933674483601390534e-04
-3.858210512291471161e+00,2.987443080909304646e-04
-3.852177344954033522e+00,3.042187300650919107e-04
-3.846144177616595439e+00,3.097922930315837303e-04
-3.840111010279157799e+00,3.154667674081663422e-04
-3.834077842941720160e+00,3.212439513625876407e-04
-3.828044675604282077e+00,3.271256842480155030e-04
-3.822011508266844437e+00,3.331134920366527483e-04
-3.815978340929406798e+00,3.392098655087033739e-04
-3.809945173591968715e+00,3.454164621340292062e-04
-3.803912006254531075e+00,3.517352445911160167e-04
-3.797878838917092992e+00,3.581682098923632184e-04
-3.791845671579655352e+00,3.647173899938980948e-04
-3.785812504242217713e+00,3.713848283329367951e-04
-3.779779336904779630e+00,3.781729999460260163e-04
-3.773746169567341990e+00,3.850826745777426478e-04
-3.767713002229904351e+00,3.921174796810303429e-04
-3.761679834892466268e+00,3.992795039684301898e-04
-3.755646667555028628e+00,4.065706125171534039e-04
-3.749613500217590989e+00,4.139906542921912669e-04
-3.743580332880152906e+00,4.215472601470341037e-04
-3.737547165542715266e+00,4.292399423173870856e-04
-3.731513998205277627e+00,4.370711453312863155e-04
-3.725480830867839543e+00,4.450433419218286337e-04
-3.719447663530401904e+00,4.531590405353607288e-04
-3.713414496192964265e+00,4.614207654785367147e-04
-3.707381328855526181e+00,4.698311674368121720e-04
-3.701348161518088542e+00,4.783940520298912875e-04
-3.695314994180650459e+00,4.871096981829071059e-04
-3.689281826843212819e+00,4.959819510742633376e-04
-3.683248659505775180e+00,5.050136539357276281e-04
-3.677215492168337097e+00,5.142076236194457204e-04
-3.671182324830899457e+00,5.235655805348849541e-04
-3.665149157493461818e+00,5.330927613466309063e-04
-3.659115990156023734e+00,5.427909396478175887e-04
-3.653082822818586095e+00,5.526631443700548690e-04
-3.647049655481148456e+00,5.627124441564195856e-04
-3.641016488143710372e+00,5.729419604562723369e-04
-3.634983320806272733e+00,5.833548684149721065e-04
-3.628950153468835094e+00,5.939543977758124501e-04
